Month,Number of cases
Apr 2,15
Apr 1,9
Mar 31,24
Mar 30,8
Mar 29,26
Mar 28,21
Mar 27,23
Mar 26,35
Mar 25,15
Mar 24,51
Mar 23,19
Mar 22,61
Mar 21,24
Mar 20,6
Mar 19,24
Mar 18,13
Mar 17,10
Mar 16,0
Mar 15,17
Mar 14,16
Mar 13,16
Mar 12,0
Mar 11,20
Mar 10,9
Mar 9,0
Mar 8,10
Mar 7,0
Mar 6,6
Mar 5,3
Mar 4,0
Mar 3,0
Mar 2,3
Mar 1,6
Feb 29,2
Feb 28,0
Feb 27,0
Feb 26,1
Feb 25,0
Feb 24,0
Feb 23,0
Feb 22,0
Feb 21,1
Feb 20,0
Feb 19,0
Feb 18,0
Feb 17,0
Feb 16,0
Feb 15,0
Feb 14,0
Feb 13,0
Feb 12,0
Feb 11,0
Feb 10,0
Feb 9,0
Feb 8,0
Feb 7,0
Feb 6,0
Feb 5,0
Feb 4,0
Feb 3,0
Feb 2,0
Feb 1,0
Jan 31,0
Jan 30,0
Jan 29,0
Jan 28,0
Jan 27,0
Jan 26,0
Jan 25,0
Jan 24,0
Jan 23,0
Jan 22,0
