Month,Number of cases
Dec 14,350938
Dec 13,348744
Dec 12,344700
Dec 11,340287
Dec 10,335207
Dec 9,332073
Dec 8,327976
Dec 7,325071
Dec 6,322474
Dec 5,318640
Dec 4,312553
Dec 3,307618
Dec 2,303846
Dec 1,300462
Nov 30,298061
Nov 29,294799
Nov 28,290706
Nov 27,285838
Nov 26,280394
Nov 25,274011
Nov 24,268721
Nov 23,264802
Nov 22,260758
Nov 21,255970
Nov 20,249498
Nov 19,243009
Nov 18,236015
Nov 17,230124
Nov 16,225672
Nov 15,217301
Nov 14,211266
Nov 13,204664
Nov 12,198011
Nov 11,192172
Nov 10,187237
Nov 9,183420
Nov 8,179324
Nov 7,173540
Nov 6,166900
Nov 5,161350
Nov 4,156940
Nov 3,149443
Nov 2,146847
Nov 1,144341
Oct 31,141279
Oct 30,137272
Oct 29,132616
Oct 28,128392
Oct 27,124432
Oct 26,121133
Oct 25,118686
Oct 24,116109
Oct 23,112440
Oct 22,109541
Oct 21,106271
Oct 20,103736
Oct 19,101860
Oct 18,99911
Oct 17,98055
Oct 16,95902
Oct 15,93294
Oct 14,91193
Oct 13,89121
Oct 12,87913
Oct 11,86664
Oct 10,85574
Oct 9,83928
Oct 8,82534
Oct 7,81256
Oct 6,80312
Oct 5,79885
Oct 4,79151
Oct 3,78247
Oct 2,77284
Oct 1,76396
Sep 30,75542
Sep 29,74717
Sep 28,74029
Sep 27,73604
Sep 26,72939
Sep 25,72055
Sep 24,71156
Sep 23,70465
Sep 22,69663
Sep 21,69206
Sep 20,68577
Sep 19,68025
Sep 18,67176
Sep 17,66396
Sep 16,65626
Sep 15,65021
Sep 14,64596
Sep 13,63983
Sep 12,63310
Sep 11,62813
Sep 10,62126
Sep 9,61541
Sep 8,60895
Sep 7,60507
Sep 6,60258
Sep 5,59943
Sep 4,59457
Sep 3,59051
Sep 2,58633
Sep 1,58243
Aug 31,58012
Aug 30,57768
Aug 29,57448
Aug 28,57074
Aug 27,56671
Aug 26,56274
Aug 25,55912
Aug 24,55720
Aug 23,55597
Aug 22,55452
Aug 21,55211
Aug 20,54992
Aug 19,54701
Aug 18,54448
Aug 17,54234
Aug 16,54102
Aug 15,53981
Aug 14,53783
Aug 13,53548
Aug 12,53223
Aug 11,52945
Aug 10,52825
Aug 9,52668
Aug 8,52537
Aug 7,52351
Aug 6,52061
Aug 5,51848
Aug 4,51681
Aug 3,51569
Aug 2,51463
Aug 1,51310
Jul 31,51072
Jul 30,50868
Jul 29,50613
Jul 28,50410
Jul 27,50299
Jul 26,50164
Jul 25,49955
Jul 24,49692
Jul 23,49379
Jul 22,49150
Jul 21,48898
Jul 20,48771
Jul 19,48636
Jul 18,48390
Jul 17,48077
Jul 16,47765
Jul 15,47426
Jul 14,47051
Jul 13,46818
Jul 12,46512
Jul 11,46221
Jul 10,45679
Jul 9,45277
Jul 8,44859
Jul 7,44416
Jul 6,44129
Jul 5,43897
Jul 4,43569
Jul 3,43156
Jul 2,42782
Jul 1,42454
Jun 30,42141
Jun 29,41912
Jun 28,41646
Jun 27,41189
Jun 26,40866
Jun 25,40415
Jun 24,40104
Jun 23,39737
Jun 22,39392
Jun 21,39133
Jun 20,38841
Jun 19,38464
Jun 18,38089
Jun 17,37672
Jun 16,37336
Jun 15,37036
Jun 14,36690
Jun 13,36463
Jun 12,36180
Jun 11,35910
Jun 10,35600
Jun 9,35306
Jun 8,34885
Jun 7,34693
Jun 6,34351
Jun 5,33969
Jun 4,33592
Jun 3,33261
Jun 2,32895
Jun 1,32700
May 31,32500
May 30,32203
May 29,31946
May 28,31596
May 27,31292
May 26,31007
May 25,30788
May 24,30623
May 23,30471
May 22,30200
May 21,29912
May 20,29660
May 19,29432
May 18,29209
May 17,29036
May 16,28810
May 15,28583
May 14,28319
May 13,28132
May 12,27913
May 11,27689
May 10,27581
May 9,27406
May 8,27268
May 7,26715
May 6,26182
May 5,25702
May 4,25524
May 3,25282
May 2,25190
May 1,24987
Apr 30,24692
Apr 29,24324
Apr 28,24141
Apr 27,23846
Apr 26,23683
Apr 25,23271
Apr 24,22797
Apr 23,22353
Apr 22,21982
Apr 21,21379
Apr 20,20863
Apr 19,20206
Apr 18,19685
Apr 17,19022
Apr 16,18841
Apr 15,18091
Apr 14,17448
Apr 13,16934
Apr 12,16585
Apr 11,15987
Apr 10,15472
Apr 9,13956
Apr 8,13141
Apr 7,12442
Apr 6,11730
Apr 5,11278
Apr 4,10524
Apr 3,9886
Apr 2,9034
Apr 1,8251
Mar 31,7443
Mar 30,6408
Mar 29,5962
Mar 28,5170
Mar 27,4268
Mar 26,3544
Mar 25,2995
Mar 24,2362
Mar 23,2060
Mar 22,1600
Mar 21,1280
Mar 20,1020
Mar 19,785
Mar 18,642
Mar 17,448
Mar 16,331
Mar 15,245
Mar 14,169
Mar 13,112
Mar 12,78
Mar 11,59
Mar 10,41
Mar 9,39
Mar 8,30
Mar 7,21
Mar 6,13
Mar 5,9
Mar 4,6
Mar 3,4
Mar 2,2
