Month,Number of cases
"Jan 7, 2020",127657
"Jan 6, 2020",121154
"Jan 5, 2020",113322
"Jan 4, 2020",107997
"Jan 3, 2020",101887
"Jan 2, 2020",96926
"Jan 1, 2020",93532
"Dec 31, 2020",91779
"Dec 30, 2020",90157
"Dec 29, 2020",88439
"Dec 28, 2020",86894
"Dec 27, 2020",86129
"Dec 26, 2020",85394
"Dec 25, 2020",84098
"Dec 24, 2020",83073
"Dec 23, 2020",82155
"Dec 22, 2020",81228
"Dec 21, 2020",80267
"Dec 20, 2020",79542
"Dec 19, 2020",78776
"Dec 18, 2020",78254
"Dec 17, 2020",77678
"Dec 16, 2020",77197
"Dec 15, 2020",76776
"Dec 14, 2020",76449
"Dec 13, 2020",76185
"Dec 12, 2020",75756
"Dec 11, 2020",75507
"Dec 10, 2020",75203
"Dec 9, 2020",74900
"Dec 8, 2020",74682
"Dec 7, 2020",74468
"Dec 6, 2020",74246
"Dec 5, 2020",73948
"Dec 4, 2020",73491
"Dec 3, 2020",73228
"Dec 2, 2020",73066
"Dec 1, 2020",72798
"Nov 30, 2020",72544
"Nov 29, 2020",72241
"Nov 28, 2020",71942
"Nov 27, 2020",71699
"Nov 26, 2020",71494
"Nov 25, 2020",71187
"Nov 24, 2020",70930
"Nov 23, 2020",70711
"Nov 22, 2020",70461
"Nov 21, 2020",70143
"Nov 20, 2020",69802
"Nov 19, 2020",69473
"Nov 18, 2020",69058
"Nov 17, 2020",68686
"Nov 16, 2020",68356
"Nov 15, 2020",67903
"Nov 14, 2020",67256
"Nov 13, 2020",67099
"Nov 12, 2020",66632
"Nov 11, 2020",66247
"Nov 10, 2020",65889
"Nov 9, 2020",65659
"Nov 8, 2020",65394
"Nov 7, 2020",64855
"Nov 6, 2020",64538
"Nov 5, 2020",64046
"Nov 4, 2020",63483
"Nov 3, 2020",63048
"Nov 2, 2020",62750
"Nov 1, 2020",62002
"Oct 31, 2020",61456
"Oct 30, 2020",61059
"Oct 29, 2020",60297
"Oct 28, 2020",59434
"Oct 27, 2020",58767
"Oct 26, 2020",58067
"Oct 25, 2020",57128
"Oct 24, 2020",56108
"Oct 23, 2020",55261
"Oct 22, 2020",54476
"Oct 21, 2020",53422
"Oct 20, 2020",52256
"Oct 19, 2020",50993
"Oct 18, 2020",49962
"Oct 17, 2020",48678
"Oct 16, 2020",47427
"Oct 15, 2020",46429
"Oct 14, 2020",45243
"Oct 13, 2020",44159
"Oct 12, 2020",43351
"Oct 11, 2020",42528
"Oct 10, 2020",41714
"Oct 9, 2020",40703
"Oct 8, 2020",40086
"Oct 7, 2020",39584
"Oct 6, 2020",38973
"Oct 5, 2020",38549
"Oct 4, 2020",38032
"Oct 3, 2020",37668
"Oct 2, 2020",37063
"Oct 1, 2020",36597
"Sep 30, 2020",36155
"Sep 29, 2020",35740
"Sep 28, 2020",35377
"Sep 27, 2020",34990
"Sep 26, 2020",34560
"Sep 25, 2020",34315
"Sep 24, 2020",33994
"Sep 23, 2020",33675
"Sep 22, 2020",33444
"Sep 21, 2020",33121
"Sep 20, 2020",32933
"Sep 19, 2020",32538
"Sep 18, 2020",32271
"Sep 17, 2020",32023
"Sep 16, 2020",31799
"Sep 15, 2020",31549
"Sep 14, 2020",31192
"Sep 13, 2020",30985
"Sep 12, 2020",30730
"Sep 11, 2020",30571
"Sep 10, 2020",30360
"Sep 9, 2020",30164
"Sep 8, 2020",30080
"Sep 7, 2020",29774
"Sep 6, 2020",29672
"Sep 5, 2020",29534
"Sep 4, 2020",29303
"Sep 3, 2020",29206
"Sep 2, 2020",29114
"Sep 1, 2020",29025
"Aug 31, 2020",28811
"Aug 30, 2020",28760
"Aug 29, 2020",28720
"Aug 28, 2020",28578
"Aug 27, 2020",28453
"Aug 26, 2020",28363
"Aug 25, 2020",28201
"Aug 24, 2020",28116
"Aug 23, 2020",27969
"Aug 22, 2020",27908
"Aug 21, 2020",27755
"Aug 20, 2020",27676
"Aug 19, 2020",27547
"Aug 18, 2020",27499
"Aug 17, 2020",27313
"Aug 16, 2020",27257
"Aug 15, 2020",27191
"Aug 14, 2020",26995
"Aug 13, 2020",26929
"Aug 12, 2020",26838
"Aug 11, 2020",26801
"Aug 10, 2020",26768
"Aug 9, 2020",26712
"Aug 8, 2020",26644
"Aug 7, 2020",26470
"Aug 6, 2020",26372
"Aug 5, 2020",26303
"Aug 4, 2020",26253
"Aug 3, 2020",26208
"Aug 2, 2020",26162
"Aug 1, 2020",26109
"Jul 31, 2020",26065
"Jul 30, 2020",26027
"Jul 29, 2020",25942
"Jul 28, 2020",25929
"Jul 27, 2020",25892
"Jul 26, 2020",25881
"Jul 25, 2020",25869
"Jul 24, 2020",25845
"Jul 23, 2020",25826
"Jul 22, 2020",25819
"Jul 21, 2020",25802
"Jul 20, 2020",25766
"Jul 19, 2020",25760
"Jul 18, 2020",25750
"Jul 17, 2020",25730
"Jul 16, 2020",25698
"Jul 15, 2020",25683
"Jul 14, 2020",25670
"Jul 13, 2020",25638
"Jul 12, 2020",25628
"Jul 11, 2020",25611
"Jul 10, 2020",25589
"Jul 9, 2020",25565
"Jul 8, 2020",25542
"Jul 7, 2020",25538
"Jul 6, 2020",25531
"Jul 5, 2020",25527
"Jul 4, 2020",25509
"Jul 3, 2020",25498
"Jul 2, 2020",25489
"Jul 1, 2020",25477
"Jun 30, 2020",25473
"Jun 29, 2020",25462
"Jun 28, 2020",25438
"Jun 27, 2020",25437
"Jun 26, 2020",25414
"Jun 25, 2020",25405
"Jun 24, 2020",25396
"Jun 23, 2020",25391
"Jun 22, 2020",25383
"Jun 21, 2020",25379
"Jun 20, 2020",25374
"Jun 19, 2020",25368
"Jun 18, 2020",25355
"Jun 17, 2020",25341
"Jun 16, 2020",25334
"Jun 15, 2020",25321
"Jun 14, 2020",25303
"Jun 13, 2020",25295
"Jun 12, 2020",25250
"Jun 11, 2020",25238
"Jun 10, 2020",25231
"Jun 9, 2020",25215
"Jun 8, 2020",25207
"Jun 7, 2020",25201
"Jun 6, 2020",25183
"Jun 5, 2020",25163
"Jun 4, 2020",25142
"Jun 3, 2020",25111
"Jun 2, 2020",25066
"Jun 1, 2020",25062
"May 31, 2020",24990
"May 30, 2020",24929
"May 29, 2020",24876
"May 28, 2020",24841
"May 27, 2020",24803
"May 26, 2020",24735
"May 25, 2020",24698
"May 24, 2020",24639
"May 23, 2020",24582
"May 22, 2020",24506
"May 21, 2020",24391
"May 20, 2020",24315
"May 19, 2020",24251
"May 18, 2020",24200
"May 17, 2020",24112
"May 16, 2020",24048
"May 15, 2020",23956
"May 14, 2020",23827
"May 13, 2020",23401
"May 12, 2020",23242
"May 11, 2020",23135
"May 10, 2020",22996
"May 9, 2020",22760
"May 8, 2020",22541
"May 7, 2020",22385
"May 6, 2020",22248
"May 5, 2020",21983
"May 4, 2020",21772
"May 3, 2020",21506
"May 2, 2020",21176
"May 1, 2020",20833
"Apr 30, 2020",20612
"Apr 29, 2020",20253
"Apr 28, 2020",19877
"Apr 27, 2020",19648
"Apr 26, 2020",19262
"Apr 25, 2020",18561
"Apr 24, 2020",18184
"Apr 23, 2020",17607
"Apr 22, 2020",16671
"Apr 21, 2020",16040
"Apr 20, 2020",15652
"Apr 19, 2020",15251
"Apr 18, 2020",14758
"Apr 17, 2020",13980
"Apr 16, 2020",13271
"Apr 15, 2020",12547
"Apr 14, 2020",11497
"Apr 13, 2020",10647
"Apr 12, 2020",9655
"Apr 11, 2020",8928
"Apr 10, 2020",7054
"Apr 9, 2020",6574
"Apr 8, 2020",6074
"Apr 7, 2020",5709
"Apr 6, 2020",5364
"Apr 5, 2020",4994
"Apr 4, 2020",4604
"Apr 3, 2020",4273
"Apr 2, 2020",3849
"Apr 1, 2020",3447
"Mar 31, 2020",3235
"Mar 30, 2020",2910
"Mar 29, 2020",2615
"Mar 28, 2020",2415
"Mar 27, 2020",2121
"Mar 26, 2020",1819
"Mar 25, 2020",1564
"Mar 24, 2020",1329
"Mar 23, 2020",1125
"Mar 22, 2020",906
"Mar 21, 2020",785
"Mar 20, 2020",683
"Mar 19, 2020",557
"Mar 18, 2020",366
"Mar 17, 2020",292
"Mar 16, 2020",223
"Mar 15, 2020",169
"Mar 14, 2020",129
"Mar 13, 2020",90
"Mar 12, 2020",70
"Mar 11, 2020",43
"Mar 10, 2020",34
"Mar 9, 2020",24
"Mar 8, 2020",21
"Mar 7, 2020",19
"Mar 6, 2020",18
"Mar 5, 2020",13
"Mar 4, 2020",6
