Month,Number of cases
"Mar 3, 2020",7
"Mar 4, 2020",14
"Mar 5, 2020",5
"Mar 6, 2020",28
"Mar 7, 2020",10
"Mar 8, 2020",6
"Mar 9, 2020",18
"Mar 10, 2020",12
"Mar 11, 2020",20
"Mar 12, 2020",9
"Mar 13, 2020",39
"Mar 14, 2020",41
"Mar 15, 2020",190
"Mar 16, 2020",125
"Mar 17, 2020",120
"Mar 18, 2020",117
"Mar 19, 2020",110
"Mar 20, 2020",130
"Mar 21, 2020",153
"Mar 22, 2020",123
"Mar 23, 2020",212
"Mar 24, 2020",106
"Mar 25, 2020",172
"Mar 26, 2020",235
"Mar 27, 2020",130
"Mar 28, 2020",159
"Mar 29, 2020",150
"Mar 30, 2020",156
"Mar 31, 2020",140
"Apr 1, 2020",142
"Apr 2, 2020",208
"Apr 3, 2020",217
"Apr 4, 2020",150
"Apr 5, 2002",179
"Apr 6, 2020",131
"Apr 7, 2020",170
"Apr 8, 2020",156
"Apr 9, 2020",109
"Apr 10, 2020",118
"Apr 11, 2020",184
"Apr 12, 2020",153
"Apr 13, 2020",134
"Apr 14, 2020",170
"Apr 15, 2020",85
"Apr 16, 2020",110
"Apr 17, 2020",69
"Apr 18, 2020",54
"Apr 19, 2020",84
"Apr 20, 2020",36
"Apr 21, 2020",57
"Apr 22, 2020",50
"Apr 23, 2020",71
"Apr 24, 2020",88
"Apr 25, 2020",51
"Apr 26, 2020",38
"Apr 27, 2020",40
"Apr 28, 2020",31
"Apr 29, 2020",94
"Apr 30, 2020",57
"May 1, 2020",69
"May 2, 2020",105
"May 3, 2020",122
"May 4, 2020",55
"May 5, 2020",30
"May 6, 2020",45
"May 7, 2020",39
"May 8, 2020",68
"May 9, 2020",54
"May 10, 2020",67
"May 11, 2020",70
"May 12, 2020",16
"May 13, 2020",37
"May 14, 2020",40
"May 15, 2020",36
"May 16, 2020",17
"May 17, 2020",22
"May 18, 2020",47
"May 19, 2020",37
"May 20, 2020",31
"May 21, 2020",50
"May 22, 2020",73
"May 23, 2020",48
"May 24, 2020",60
"May 25, 2020",172
"May 26, 2020",187
"May 27, 2020",15
"May 28, 2020",10
"May 29, 2020",103
"May 30, 2020",30
"May 31, 2020",57
"Jun 1, 2020",38
"Jun 2, 2020",20
"Jun 3, 2020",93
"Jun 4, 2020",277
"Jun 5, 2020",19
"Jun 6, 2020",37
"Jun 7, 2020",19
