Month,Number of cases
"Jan 3, 2021",96802
"Dec 5, 2020",87984
"Nov 28, 2020",82605
"Nov 25, 2020",79322
"Nov 19, 2020",74145
"Nov 17, 2020",71729
"Nov 14, 2020",69273
"Nov 10, 2020",64588
"Nov 5, 2020",59595
"Nov 2, 2020",56601
"Oct 28, 2020",51851
"Oct 24, 2020",48790
"Oct 20, 2020",45647
"Oct 14, 2020",42541
"Oct 9, 2020",40620
"Oct 5, 2020",39449
"Sep 30, 2020",38529
"Sep 28, 2020",38168
"Sep 24, 2020",37489
"Sep 20, 2020",36981
"Sep 17, 2020",36576
"Sep 15, 2020",36301
"Sep 13, 2020",36157
"Sep 9, 2020",35460
"Sep 6, 2020",35103
"Sep 3, 2020",34705
"Sep 1, 2020",34315
"Aug 30, 2020",34057
"Aug 27, 2020",33389
"Aug 23, 2020",32364
"Aug 20, 2020",31441
"Aug 17, 2020",30365
"Aug 14, 2020",29334
"Aug 11, 2020",27425
"Aug 3, 2020",22597
"Jul 27, 2020",17975
"Jul 21, 2020",14168
"Jul 14, 2020",10791
"Jul 7, 2020",8250
"Jun 30, 2020",6366
"Jun 23, 2020",4952
"Jun 16, 2020",3860
"Jun 9, 2020",2989
"Jun 02, 2020",2093
"May 26, 2020",1348
"May 19, 2020",963
"May 12, 2020",715
"May 5, 2020",535
"Apr 28, 2020",374
"Apr 22, 2020",303
"Apr 15, 2020",225
"Apr 8, 2020",179
"Mar 31, 2020",59
"Mar 24, 2020",25
"Mar 15, 2020",3
