Month,Number of cases
"Jan 6, 2021",21832
"Jan 5, 2021",14410
"Jan 4, 2021",12601
"Jan 3, 2021",11859
"Jan 2, 2021",15002
"Jan 1, 2021",16726
"Dec 31, 2020",20180
"Dec 30, 2020",17710
"Dec 29, 2020",9580
"Dec 28, 2020",7458
"Dec 27, 2020",9502
"Dec 26, 2020",11552
"Dec 25, 2020",14796
"Dec 24, 2020",14305
"Dec 23, 2020",14046
"Dec 22, 2020",9501
"Dec 21, 2020",8789
"Dec 20, 2020",9445
"Dec 19, 2020",10939
"Dec 18, 2020",8725
"Dec 17, 2020",9126
"Dec 16, 2020",10008
"Dec 15, 2020",7552
"Dec 14, 2020",5163
"Dec 13, 2020",7999
"Dec 12, 2020",7882
"Dec 11, 2020",8319
"Dec 10, 2020",8166
"Dec 9, 2020",6709
"Dec 8, 2020",4011
"Dec 7, 2020",3313
"Dec 6, 2020",4116
"Dec 5, 2020",4645
"Dec 4, 2020",4932
"Dec 3, 2020",4400
"Dec 2, 2020",4173
"Dec 1, 2020",2295
"Nov 30, 2020",2302
"Nov 29, 2020",2563
"Nov 28, 2020",3198
"Nov 27, 2020",3370
"Nov 26, 2020",3069
"Nov 25, 2020",3250
"Nov 24, 2020",2493
"Nov 23, 2020",2080
"Nov 22, 2020",2270
"Nov 21, 2020",2646
"Nov 20, 2020",3105
"Nov 19, 2020",2514
"Nov 18, 2020",2888
"Nov 17, 2020",1987
"Nov 16, 2020",1245
"Nov 15, 2020",1842
"Nov 14, 2020",2237
"Nov 13, 2020",2213
"Nov 12, 2020",2338
"Nov 11, 2020",2140
"Nov 10, 2020",1729
"Nov 9, 2020",1247
"Nov 8, 2020",1372
"Nov 7, 2020",1731
"Nov 6, 2020",1761
"Nov 5, 2020",1866
"Nov 4, 2020",1712
"Nov 3, 2020",1241
"Nov 2, 2020",772
"Nov 1, 2020",1371
"Oct 31, 2020",1770
"Oct 30, 2020",1912
"Oct 29, 2020",2056
"Oct 28, 2020",1863
"Oct 27, 2020",1092
"Oct 26, 2020",891
"Oct 25, 2020",1622
"Oct 24, 2020",1834
"Oct 23, 2020",1897
"Oct 22, 2020",2156
"Oct 21, 2020",2055
"Oct 20, 2020",1050
"Oct 19, 2020",1461
"Oct 18, 2020",1662
"Oct 17, 2020",1928
"Oct 16, 2020",2019
"Oct 15, 2020",1770
"Oct 14, 2020",1877
"Oct 13, 2020",1178
"Oct 12, 2020",888
"Oct 11, 2020",1575
"Oct 10, 2020",2544
"Oct 9, 2020",1461
"Oct 8, 2020",1736
"Oct 7, 2020",1913
"Oct 6, 2020",1027
"Oct 5, 2020",926
"Oct 4, 2020",1573
"Oct 3, 2020",1883
"Oct 2, 2020",1749
"Oct 1, 2020",1745
"Sep 30, 2020",1767
"Sep 29, 2020",903
"Sep 28, 2020",903
"Sep 27, 2020",1268
"Sep 26, 2020",969
"Sep 25, 2020",1480
"Sep 24, 2020",1861
"Sep 23, 2020",1906
"Sep 22, 2020",1346
"Sep 21, 2020",725
"Sep 20, 2020",1555
"Sep 19, 2020",2029
"Sep 18, 2020",2055
"Sep 17, 2020",2128
"Sep 16, 2020",1923
"Sep 15, 2020",772
"Sep 14, 2020",956
"Sep 13, 2020",1579
"Sep 12, 2020",1816
"Sep 11, 2020",1960
"Sep 10, 2020",2007
"Sep 9, 2020",1999
"Sep 8, 2020",1079
"Sep 7, 2020",845
"Sep 6, 2020",1633
"Sep 5, 2020",1806
"Sep 4, 2020",2036
"Sep 3, 2020",2420
"Sep 2, 2020",2336
"Sep 1, 2020",1218
"Aug 31, 2020",1985
"Aug 30, 2020",2505
"Aug 29, 2020",2419
"Aug 28, 2020",1846
"Aug 27, 2020",2585
"Aug 26, 2020",2684
"Aug 25, 2020",1567
"Aug 24, 2020",1677
"Aug 23, 2020",2728
"Aug 22, 2020",3707
"Aug 21, 2020",3398
"Aug 20, 2020",3880
"Aug 19, 2020",3916
"Aug 18, 2020",2258
"Aug 17, 2020",2541
"Aug 16, 2020",3692
"Aug 15, 2020",4513
"Aug 14, 2020",6275
"Aug 13, 2020",3946
"Aug 12, 2020",2810
"Aug 11, 2020",2511
"Aug 10, 2020",3739
"Aug 9, 2020",6671
"Aug 8, 2020",7712
"Aug 7, 2020",7292
"Aug 6, 2020",8307
"Aug 5, 2020",8559
"Aug 4, 2020",4456
"Aug 3, 2020",5377
"Aug 2, 2020",8195
"Aug 1, 2020",10107
"Jul 31, 2020",11014
"Jul 30, 2020",11046
"Jul 29, 2020",11362
"Jul 28, 2020",7232
"Jul 27, 2020",7096
"Jul 26, 2020",11233
"Jul 25, 2020",12204
"Jul 24, 2020",13944
"Jul 23, 2020",13104
"Jul 22, 2020",13150
"Jul 21, 2020",8170
"Jul 20, 2020",9300
"Jul 19, 2020",13449
"Jul 18, 2020",13285
"Jul 17, 2020",13373
"Jul 16, 2020",13172
"Jul 15, 2020",12757
"Jul 14, 2020",10496
"Jul 13, 2020",11554
"Jul 12, 2020",12058
"Jul 11, 2020",13497
"Jul 10, 2020",12348
"Jul 09, 2020",13674
"Jul 08, 2020",8810
"Jul 07, 2020",10134
"Jul 06, 2020",8971
"Jul 05, 2020",8773
"Jul 04, 2020",10853
"Jul 03, 2020",9063
"Jul 02, 2020",8728
"Jul 01, 2020",8124
"Jun 30, 2020",6945
"Jun 29, 2020",6130
"Jun 28, 2020",6334
"Jun 27, 2020",7210
"Jun 26, 2020",6215
"Jun 25, 2020",6579
"Jun 24, 2020",5688
"Jun 23, 2020",4518
"Jun 22, 2020",4288
"Jun 21, 2020",4621
"Jun 20, 2020",4966
"Jun 19, 2020",3825
"Jun 18, 2020",3478
"Jun 17, 2020",4078
"Jun 16, 2020",2801
"Jun 15, 2020",3495
"Jun 14, 2020",4302
"Jun 13, 2020",3809
"Jun 12, 2020",3359
"Jun 11, 2020",3147
"Jun 10, 2020",2430
"Jun 09, 2020",2112
"Jun 08, 2020",2594
"Jun 07, 2020",2312
"Jun 06, 2020",2539
"Jun 05, 2020",2642
"Jun 04, 2020",3267
"Jun 03, 2020",1713
"Jun 02, 2020",1455
"Jun 01, 2020",1674
"May 31, 2020",1671
"May 30, 2020",1727
"May 29, 2020",1837
"May 28, 2020",1466
"May 27, 2020",1673
"May 26, 2020",649
"May 25, 2020",1032
"May 24, 2020",1240
"May 23, 2020",1218
"May 22, 2020",988
"May 21, 2020",1134
"May 20, 2020",803
"May 19, 2020",767
"May 18, 2020",918
"May 17, 2020",1200
"May 16, 2020",831
"May 15, 2020",785
"May 14, 2020",665
"May 13, 2020",724
"May 12, 2020",698
"May 11, 2020",637
"May 10, 2020",595
