Month,Number of cases
Nov 20,363
Nov 19,343
Nov 18,313
Nov 17,230
Nov 16,222
Nov 15,208
Nov 14,205
Nov 13,191
Nov 12,143
Nov 11,146
Nov 10,100
Nov 9,126
Nov 8,143
Nov 7,89
Nov 6,145
Nov 5,125
Nov 4,118
Nov 3,75
Nov 2,97
Nov 1,124
Oct 31,127
Oct 30,113
Oct 29,125
Oct 28,103
Oct 27,88
Oct 26,119
Oct 25,61
Oct 24,77
Oct 23,155
Oct 22,121
Oct 21,89
Oct 20,58
Oct 19,76
Oct 18,91
Oct 17,73
Oct 16,47
Oct 15,110
Oct 14,73
Oct 13,102
Oct 12,97
Oct 11,58
Oct 10,72
Oct 9,54
Oct 8,69
Oct 7,114
Oct 6,75
Oct 5,73
Oct 4,64
Oct 3,75
Oct 2,63
Oct 1,77
Sep 30,113
Sep 29,38
Sep 28,50
Sep 27,95
Sep 26,61
Sep 25,114
Sep 24,125
Sep 23,110
Sep 22,61
Sep 21,70
Sep 20,82
Sep 19,110
Sep 18,126
Sep 17,153
Sep 16,113
Sep 15,106
Sep 14,109
Sep 13,121
Sep 12,136
Sep 11,176
Sep 10,155
Sep 9,156
Sep 8,136
Sep 7,119
Sep 6,167
Sep 5,168
Sep 4,198
Sep 3,195
Sep 2,267
Sep 1,235
Aug 31,248
Aug 30,299
Aug 29,323
Aug 28,371
Aug 27,441
Aug 26,320
Aug 25,280
Aug 24,266
Aug 23,397
Aug 22,332
Aug 21,324
Aug 20,288
Aug 19,297
Aug 18,246
Aug 17,197
Aug 16,279
Aug 15,166
Aug 14,103
Aug 13,56
Aug 12,54
Aug 11,34
Aug 10,28
Aug 9,36
Aug 8,43
Aug 7,20
Aug 6,43
Aug 5,33
Aug 4,34
Aug 3,23
Aug 2,30
Aug 1,31
July 31,36
July 30,18
July 29,48
July 28,28
July 27,25
July 26,58
July 25,113
July 24,41
July 23,63
July 22,45
July 21,26
July 20,16
July 19,34
July 18,39
July 17,60
July 16,61
July 15,39
July 14,33
July 13,62
July 12,44
July 11,35
July 10,45
July 9,50
July 8,63
July 7,44
July 6,48
July 5,61
July 4,63
July 3,63
July 2,54
July 1,51
June  30,43
June  29,42
June  28,62
June  27,51
June  26,39
June 25,28
June  24,51
June  23,46
June  22,17
June  21,48
June  20,67
June 19,49
June 18,59
June 17,43
June 16,34
June 15,37
June 14,34
June 13,48
June 12,56
June 11,45
June 10,50
June 9,38
June 8,38
June 7,57
June 6,51
June 5,39
June 4,39
June 3,49
June 2,38
June 1,35
May 31,27
May 30,39
May 29,58
May 28,79
May 27,40
May 26,19
May 25,16
May 24,25
May 23,23
May 22,20
May 21,12
May 20,32
May 19,13
May 18,15
May 17,13
May 16,19
May 15,27
May 14,29
May 13,26
May 12,27
May 11,35
May 10,34
May 9,18
May 8,12
May 7,4
May 6,2
May 5,3
May 4,8
May 3,13
May 2,6
May 1,9
Apr 30,4
Apr 29,9
Apr 28,14
Apr 27,10
Apr 26,10
Apr 25,10
Apr 24,6
Apr 23,8
Apr 22,11
Apr 21,9
Apr 20,13
Apr 19,8
Apr 18,18
Apr 17,22
Apr 16,22
Apr 15,27
Apr 14,27
Apr 13,25
Apr 12,32
Apr 11,30
Apr 10,27
Apr 9,39
Apr 8,53
Apr 7,47
Apr 6,47
Apr 5,81
Apr 4,94
Apr 3,86
Apr 2,89
Apr 1,101
Mar 31,125
Mar 30,78
Mar 29,105
Mar 28,146
Mar 27,91
Mar 26,104
Mar 25,100
Mar 24,76
Mar 23,64
Mar 22,98
Mar 21,147
Mar 20,87
Mar 19,152
Mar 18,93
Mar 17,84
Mar 16,74
Mar 15,76
Mar 14,107
Mar 13,110
Mar 12,114
Mar 11,242
Mar 10,131
Mar 9,248
Mar 8,367
Mar 7,483
Mar 6,518
Mar 5,438
Mar 4,516
Mar 3,600
Mar 2,686
Mar 1,595
Feb 29,909
Feb 28,427
Feb 27,449
Feb 26,253
Feb 25,130
Feb 24,207
Feb 23,210
Feb 22,190
Feb 21,74
Feb 20,16
Feb 19,34
Feb 18,2
Feb 17,0
Feb 16,2
Feb 15,0
Feb 14,0
Feb 13,0
Feb 12,0
Feb 11,0
Feb 10,1
Feb 9,3
Feb 8,0
Feb 7,0
Feb 6,3
Feb 5,5
Feb 4,1
Feb 3,0
Feb 2,3
Feb 1,1
Jan 31,4
Jan 30,3
Jan 29,0
Jan 28,0
Jan 27,1
Jan 26,1
Jan 25,0
Jan 24,1
Jan 23,0
Jan 22,0
Jan 21,0
Jan 20,1
