Month,Number of cases
"Dec 17, 2020",123813
"Dec 16, 2020",119779
"Dec 15, 2020",116087
"Dec 14, 2020",113095
"Dec 13, 2020",109758
"Dec 12, 2020",107116
"Dec 11, 2020",103564
"Dec 10, 2020",100489
"Dec 9, 2020",97357
"Dec 8, 2020",94799
"Dec 7, 2020",92649
"Dec 6, 2020",90603
"Dec 5, 2020",88858
"Dec 4, 2020",86743
"Dec 3, 2020",85140
"Dec 2, 2020",83535
"Dec 1, 2020",81949
"Nov 30, 2020",80481
"Nov 29, 2020",79352
"Nov 28, 2020",78354
"Nov 27, 2020",76718
"Nov 26, 2020",75395
"Nov 25, 2020",74204
"Nov 24, 2020",73021
"Nov 23, 2020",71654
"Nov 22, 2020",70485
"Nov 21, 2020",69635
"Nov 20, 2020",68362
"Nov 19, 2020",67105
"Nov 18, 2020",65808
"Nov 17, 2020",64551
"Nov 16, 2020",63331
"Nov 15, 2020",62136
"Nov 14, 2020",61078
"Nov 13, 2020",60000
"Nov 12, 2020",58963
"Nov 11, 2020",57952
"Nov 10, 2020",56958
"Nov 9, 2020",55892
"Nov 8, 2020",55121
"Nov 7, 2020",54230
"Nov 6, 2020",53180
"Nov 5, 2020",51753
"Nov 4, 2020",50530
"Nov 3, 2020",49594
"Nov 2, 2020",48241
"Nov 1, 2020",47299
"Oct 31, 2020",46351
"Oct 30, 2020",45225
"Oct 29, 2020",44034
"Oct 28, 2020",43174
"Oct 27, 2020",42157
"Oct 26, 2020",41412
"Oct 25, 2020",41135
"Oct 24, 2020",41092
"Oct 23, 2020",40275
"Oct 22, 2020",39415
"Oct 21, 2020",38536
"Oct 20, 2020",37674
"Oct 19, 2020",36884
"Oct 18, 2020",36182
"Oct 17, 2020",35723
"Oct 16, 2020",35290
"Oct 15, 2020",34812
"Oct 14, 2020",34357
"Oct 13, 2020",33877
"Oct 12, 2020",33443
"Oct 11, 2020",32981
"Oct 10, 2020",32726
"Oct 9, 2020",32440
"Oct 8, 2020",32027
"Oct 7, 2020",31607
"Oct 6, 2020",31155
"Oct 5, 2020",30724
"Oct 4, 2020",30291
"Oct 3, 2020",29978
"Oct 2, 2020",29639
"Oct 1, 2020",29271
"Sep 30, 2020",28838
"Sep 29, 2020",28400
"Sep 28, 2020",27949
"Sep 27, 2020",27465
"Sep 26, 2020",27108
"Sep 25, 2020",26714
"Sep 24, 2020",26226
"Sep 23, 2020",25619
"Sep 22, 2020",24967
"Sep 21, 2020",24376
"Sep 20, 2020",23840
"Sep 19, 2020",23429
"Sep 18, 2020",23008
"Sep 17, 2020",22531
"Sep 16, 2020",22015
"Sep 15, 2020",21456
"Sep 14, 2020",21017
"Sep 13, 2020",20635
"Sep 12, 2020",20339
"Sep 11, 2020",20037
"Sep 10, 2020",19689
"Sep 9, 2020",19318
"Sep 8, 2020",19025
"Sep 7, 2020",18696
"Sep 6, 2020",18399
"Sep 5, 2020",18175
"Sep 4, 2020",17977
"Sep 3, 2020",17772
"Sep 2, 2020",17578
"Sep 1, 2020",17419
"Aug 31, 2020",17218
"Aug 30, 2020",17097
"Aug 29, 2020",16993
"Aug 28, 2020",16904
"Aug 27, 2020",16795
"Aug 26, 2020",16724
"Aug 25, 2020",16644
"Aug 24, 2020",16563
"Aug 23, 2020",16488
"Aug 22, 2020",16413
"Aug 21, 2020",16324
"Aug 20, 2020",16237
"Aug 19, 2020",16150
"Aug 18, 2020",16063
"Aug 17, 2020",15949
"Aug 16, 2020",15853
"Aug 15, 2020",15763
"Aug 14, 2020",15636
"Aug 13, 2020",15524
"Aug 12, 2020",15408
"Aug 11, 2020",15247
"Aug 10, 2020",15111
"Aug 9, 2020",14956
"Aug 8, 2020",14826
"Aug 7, 2020",14736
"Aug 6, 2020",14593
"Aug 5, 2020",14419
"Aug 4, 2020",14301
"Aug 3, 2020",14179
"Aug 2, 2020",14062
"Aug 1, 2020",13984
"Jul 31, 2020",13920
"Jul 30, 2020",13862
"Jul 29, 2020",13778
"Jul 28, 2020",13713
"Jul 27, 2020",13635
"Jul 26, 2020",13571
"Jul 25, 2020",13547
"Jul 24, 2020",13520
"Jul 23, 2020",13483
"Jul 22, 2020",13429
"Jul 21, 2020",13394
"Jul 20, 2020",13357
"Jul 19, 2020",13325
"Jul 18, 2020",13297
"Jul 17, 2020",13254
"Jul 16, 2020",13222
"Jul 15, 2020",13170
"Jul 14, 2020",13128
"Jul 13, 2020",13094
"Jul 12, 2020",13061
"Jul 11, 2020",13039
"Jul 10, 2020",13015
"Jul 09, 2020",12981
"Jul 08, 2020",12940
"Jul 07, 2020",12914
"Jul 06, 2020",12901
"Jul 05, 2020",12892
"Jul 04, 2020",12881
"Jul 03, 2020",12868
"Jul 02, 2020",12849
"Jul 01, 2020",12834
"Jun 30, 2020",12822
"Jun 29, 2020",12798
"Jun 28, 2020",12768
"Jun 27, 2020",12757
"Jun 26, 2020",12738
"Jun 25, 2020",12715
"Jun 24, 2020",12683
"Jun 23, 2020",12638
"Jun 22, 2020",12619
"Jun 21, 2020",12573
"Jun 20, 2020",12540
"Jun 19, 2020",12502
"Jun 18, 2020",12458
"Jun 17, 2020",12412
"Jun 16, 2020",12336
"Jun 15, 2020",12290
"Jun 14, 2020",12250
"Jun 13, 2020",12228
"Jun 12, 2020",12201
"Jun 11, 2020",12141
"Jun 10, 2020",12093
"Jun 09, 2020",12053
"Jun 08, 2020",12025
"Jun 07, 2020",11979
"Jun 06, 2020",11965
"Jun 05, 2020",11950
"Jun 04, 2020",11915
"Jun 03, 2020",11873
"Jun 02, 2020",11819
"Jun 01, 2020",11763
"May 31, 2020",11727
"May 30, 2020",11705
"May 29, 2020",11672
"May 28, 2020",11626
"May 27, 2020",11587
"May 26, 2020",11535
"May 25, 2020",11472
"May 24, 2020",11420
"May 23, 2020",11384
"May 22, 2020",11348
"May 21, 2020",11275
"May 20, 2020",11244
"May 19, 2020",11172
"May 18, 2020",11107
"May 17, 2020",11026
"May 16, 2020",10976
"May 15, 2020",10941
"May 14, 2020",10850
"May 13, 2020",10786
"May 12, 2020",10715
"May 11, 2020",10657
"May 10, 2020",10578
"May 09, 2020",10518
"May 08, 2020",10453
"May 07, 2020",10384
"May 06, 2020",10260
"May 05, 2020",10153
"May 04, 2020",10030
"May 03, 2020",9907
"May 02, 2020",9829
"May 01, 2020",9712
"Apr 30, 2020",9559
"Apr 29, 2020",9409
"Apr 28, 2020",9269
"Apr 27, 2020",9133
"Apr 26, 2020",8914
"Apr 25, 2020",8792
"Apr 24, 2020",8656
"Apr 23, 2020",8491
"Apr 22, 2020",8259
"Apr 21, 2020",8030
"Apr 20, 2020",7828
"Apr 19, 2020",7613
"Apr 18, 2020",7499
"Apr 17, 2020",7393
"Apr 16, 2020",7225
"Apr 15, 2020",7047
"Apr 14, 2020",6848
"Apr 13, 2020",6590
"Apr 12, 2020",6434
"Apr 11, 2020",6277
"Apr 10, 2020",6137
"Apr 09, 2020",5995
"Apr 08, 2020",5855
"Apr 07, 2020",5554
"Apr 06, 2020",5207
"Apr 05, 2020",4783
"Apr 04, 2020",4625
"Apr 03, 2020",4313
"Apr 02, 2020",3840
"Apr 01, 2020",3458
"Mar 31, 2020",3176
"Mar 30, 2020",2921
"Mar 29, 2020",2608
"Mar 28, 2020",2480
"Mar 27, 2020",2280
"Mar 26, 2020",2063
"Mar 25, 2020",1892
"Mar 24, 2020",1741
"Mar 23, 2020",1602
"Mar 22, 2020",1470
"Mar 21, 2020",1408
"Mar 20, 2020",1360
"Mar 19, 2020",1257
"Mar 18, 2020",1150
"Mar 17, 2020",1067
"Mar 16, 2020",991
"Mar 15, 2020",917
"Mar 14, 2020",872
"Mar 13, 2020",835
"Mar 12, 2020",802
"Mar 11, 2020",758
"Mar 10, 2020",551
"Mar 09, 2020",295
"Mar 08, 2020",85
"Mar 07, 2020",37
"Mar 06, 2020",28
"Mar 05, 2020",26
"Mar 04, 2020",16
"Jan 27 to Mar 3, 2020",13
