Month,Number of cases
Apr 2,114
Apr 1,54
Mar 31,88
Mar 30,59
Mar 29,44
Mar 28,28
Mar 27,13
Mar 26,12
Mar 25,11
Mar 24,25
Mar 23,7
Mar 22,13
Mar 21,11
Mar 20,10
Mar 19,8
Mar 18,13
Mar 17,0
Mar 16,38
Mar 15,64
Mar 14,17
Mar 13,58
Mar 12,0
Mar 11,238
Mar 10,6
Mar 9,3
Mar 8,7
Mar 7,0
Mar 6,0
Mar 5,0
Mar 4,1
Mar 3,4
Mar 2,0
Mar 1,2
Feb 29,1
Feb 28,0
Feb 27,0
Feb 26,0
Feb 25,0
Feb 24,0
Feb 23,0
Feb 22,0
Feb 21,0
Feb 20,0
Feb 19,0
Feb 18,0
Feb 17,0
Feb 16,0
Feb 15,0
Feb 14,0
Feb 13,0
Feb 12,0
Feb 11,0
Feb 10,0
Feb 9,0
Feb 8,0
Feb 7,-
Feb 6,0
Feb 5,0
Feb 4,0
Feb 3,0
Feb 2,0
Feb 1,0
Jan 31,0
Jan 30,0
Jan 29,0
Jan 28,0
Jan 27,0
Jan 26,0
Jan 25,0
Jan 24,0
Jan 23,0
Jan 22,0
