Month,Number of cases
"Nov 26, 2020",34748
"Nov 25, 2020",34268
"Nov 24, 2020",33717
"Nov 23, 2020",33183
"Nov 22, 2020",32765
"Nov 21, 2020",32352
"Nov 20, 2020",32014
"Nov 19, 2020",31441
"Nov 18, 2020",30770
"Nov 17, 2020",30114
"Nov 16, 2020",29514
"Nov 15, 2020",28966
"Nov 14, 2020",28434
"Nov 13, 2020",27916
"Nov 12, 2020",27228
"Nov 11, 2020",26511
"Nov 10, 2020",25887
"Nov 9, 2020",25325
"Nov 8, 2020",24732
"Nov 7, 2020",24243
"Nov 6, 2020",23835
"Nov 5, 2020",23229
"Nov 4, 2020",22578
"Nov 3, 2020",21956
"Nov 2, 2020",21339
"Nov 1, 2020",20635
"Oct 31, 2020",20331
"Oct 30, 2020",20062
"Oct 29, 2020",19564
"Oct 28, 2020",19069
"Oct 27, 2020",18666
"Oct 26, 2020",18342
"Oct 25, 2020",18108
"Oct 24, 2020",17889
"Oct 23, 2020",17531
"Oct 22, 2020",17246
"Oct 21, 2020",17025
"Oct 20, 2020",16837
"Oct 19, 2020",16618
"Oct 18, 2020",16525
"Oct 17, 2020",16437
"Oct 16, 2020",16300
"Oct 15, 2020",16159
"Oct 14, 2020",15997
"Oct 13, 2020",15842
"Oct 12, 2020",15677
"Oct 11, 2020",15598
"Oct 10, 2020",15533
"Oct 9, 2020",15392
"Oct 8, 2020",15224
"Oct 7, 2020",15024
"Oct 6, 2020",14826
"Oct 5, 2020",14619
"Oct 4, 2020",14531
"Oct 3, 2020",14421
"Oct 2, 2020",14287
"Oct 1, 2020",14156
"Sep 30, 2020",14038
"Sep 29, 2020",13928
"Sep 28, 2020",13804
"Sep 27, 2020",13750
"Sep 26, 2020",13688
"Sep 25, 2020",13558
"Sep 24, 2020",13425
"Sep 23, 2020",13282
"Sep 22, 2020",13181
"Sep 21, 2020",13018
"Sep 20, 2020",12941
"Sep 19, 2020",12883
"Sep 18, 2020",12789
"Sep 17, 2020",12673
"Sep 16, 2020",12536
"Sep 15, 2020",12404
"Sep 14, 2020",12301
"Sep 13, 2020",12223
"Sep 12, 2020",12156
"Sep 11, 2020",12038
"Sep 10, 2020",11906
"Sep 9, 2020",11782
"Sep 8, 2020",11669
"Sep 7, 2020",11537
"Sep 6, 2020",11477
"Sep 5, 2020",11404
"Sep 4, 2020",11285
"Sep 3, 2020",11159
"Sep 2, 2020",11058
"Sep 1, 2020",10943
"Aug 31, 2020",10795
"Aug 30, 2020",10744
"Aug 29, 2020",10703
"Aug 28, 2020",10619
"Aug 27, 2020",10568
"Aug 26, 2020",10528
"Aug 25, 2020",10486
"Aug 24, 2020",10419
"Aug 23, 2020",10400
"Aug 22, 2020",10355
"Aug 21, 2020",10302
"Aug 20, 2020",10252
"Aug 19, 2020",10192
"Aug 18, 2020",10135
"Aug 17, 2020",10061
"Aug 16, 2020",10034
"Aug 15, 2020",9991
"Aug 14, 2020",9915
"Aug 13, 2020",9861
"Aug 12, 2020",9798
"Aug 11, 2020",9756
"Aug 10, 2020",9693
"Aug 9, 2020",9659
"Aug 8, 2020",9624
"Aug 7, 2020",9545
"Aug 6, 2020",9467
"Aug 5, 2020",9401
"Aug 4, 2020",9361
"Aug 3, 2020",9323
"Aug 2, 2020",9310
"Aug 1, 2020",9297
"Jul 31, 2020",9225
"Jul 30, 2020",9202
"Jul 29, 2020",9165
"Jul 28, 2020",9149
"Jul 27, 2020",9125
"Jul 26, 2020",9116
"Jul 25, 2020",9110
"Jul 24, 2020",9086
"Jul 23, 2020",9080
"Jul 22, 2020",9058
"Jul 21, 2020",9052
"Jul 20, 2020",9031
"Jul 19, 2020",9028
"Jul 18, 2020",9027
"Jul 17, 2020",9015
"Jul 16, 2020",9011
"Jul 15, 2020",9005
"Jul 14, 2020",8997
"Jul 13, 2020",8978
"Jul 12, 2020",8973
"Jul 11, 2020",8969
"Jul 10, 2020",8956
"Jul 09, 2020",8948
"Jul 08, 2020",8937
"Jul 07, 2020",8927
"Jul 06, 2020",8913
"Jul 05, 2020",8912
"Jul 04, 2020",8910
"Jul 03, 2020",8900
"Jul 02, 2020",8892
"Jul 01, 2020",8884
"Jun 30, 2020",8874
"Jun 29, 2020",8848
"Jun 28, 2020",8847
"Jun 27, 2020",8837
"Jun 26, 2020",8815
"Jun 25, 2020",8798
"Jun 24, 2020",8777
"Jun 23, 2020",8764
"Jun 22, 2020",8737
"Jun 21, 2020",8733
"Jun 20, 2020",8727
"Jun 19, 2020",8709
"Jun 18, 2020",8696
"Jun 17, 2020",8681
"Jun 16, 2020",8645
"Jun 15, 2020",8627
"Jun 14, 2020",8621
"Jun 13, 2020",8614
"Jun 12, 2020",8601
"Jun 11, 2020",8590
"Jun 10, 2020",8576
"Jun 09, 2020",8563
"Jun 08, 2020",8545
"Jun 07, 2020",8536
"Jun 06, 2020",8528
"Jun 05, 2020",8498
"Jun 04, 2020",8481
"Jun 03, 2020",8469
"Jun 02, 2020",8438
"Jun 01, 2020",8431
"May 31, 2020",8425
"May 30, 2020",8425
"May 29, 2020",8409
"May 28, 2020",8393
"May 27, 2020",8375
"May 26, 2020",8363
"May 25, 2020",8345
"May 24, 2020",8339
"May 23, 2020",8333
"May 22, 2020",8307
"May 21, 2020",8293
"May 20, 2020",8274
"May 19, 2020",8254
"May 18, 2020",8237
"May 17, 2020",8234
"May 16, 2020",8221
"May 15, 2020",8200
"May 14, 2020",8177
"May 13, 2020",8158
"May 12, 2020",8139
"May 11, 2020",8116
"May 10, 2020",8104
"May 09, 2020",8093
"May 08, 2020",8052
"May 07, 2020",8023
"May 06, 2020",7984
"May 05, 2020",7941
"May 04, 2020",7896
"May 03, 2020",7852
"May 02, 2020",7829
"May 01, 2020",7786
"Apr 30, 2020",7747
"Apr 29, 2020",7708
"Apr 28, 2020",7658
"Apr 27, 2020",7587
"Apr 26, 2020",7550
"Apr 25, 2020",7525
"Apr 24, 2020",7471
"Apr 23, 2020",7402
"Apr 22, 2020",7325
"Apr 21, 2020",7247
"Apr 20, 2020",7163
"Apr 19, 2020",7127
"Apr 18, 2020",7078
"Apr 17, 2020",6970
"Apr 16, 2020",6890
"Apr 15, 2020",6786
"Apr 14, 2020",6664
"Apr 13, 2020",6587
"Apr 12, 2020",6511
"Apr 11, 2020",6402
"Apr 10, 2020",6334
"Apr 09, 2020",6231
"Apr 08, 2020",6125
"Apr 07, 2020",5985
"Apr 06, 2020",5827
"Apr 05, 2020",5755
"Apr 04, 2020",5667
"Apr 03, 2020",5503
"Apr 02, 2020",5305
"Apr 01, 2020",5107
"Mar 31, 2020",4899
"Mar 30, 2020",4635
"Mar 29, 2020",4529
"Mar 28, 2020",4363
"Mar 27, 2020",4101
"Mar 26, 2020",3804
"Mar 25, 2020",3512
"Mar 24, 2020",3199
"Mar 23, 2020",2902
"Mar 22, 2020",2754
"Mar 21, 2020",2580
"Mar 20, 2020",2272
"Mar 19, 2020",2033
"Mar 18, 2020",1820
"Mar 17, 2020",1644
"Mar 16, 2020",1464
"Mar 15, 2020",1365
"Mar 14, 2020",1265
"Mar 13, 2020",1118
"Mar 12, 2020",912
"Mar 11, 2020",737
"Mar 10, 2020",496
"Mar 09, 2020",249
"Mar 08, 2020",184
"Mar 07, 2020",164
"Mar 06, 2020",140
"Mar 05, 2020",107
"Mar 04, 2020",74
"Mar 03, 2020",43
"Mar 02, 2020",31
"Mar 01, 2020",21
"Feb 29, 2020",15
"Feb 28, 2020",6
"Feb 27, 2020",4
"Feb 26, 2020",1
"Feb 25, 2020",1
"Feb 23, 2020",1
"Feb 22, 2020",1
"Feb 21, 2020",1
