Month,Number of cases
Apr 2,74
Apr 1,2
Mar 31,52
Mar 30,16
Mar 29,23
Mar 28,10
Mar 27,8
Mar 26,39
Mar 25,27
Mar 24,15
Mar 23,43
Mar 22,29
Mar 21,20
Mar 20,7
Mar 19,22
Mar 18,28
Mar 17,14
Mar 16,0
Mar 15,4
Mar 14,15
Mar 13,0
Mar 12,0
Mar 11,85
Mar 10,15
Mar 9,10
Mar 8,0
Mar 7,25
Mar 6,5
Mar 5,3
Mar 4,3
Mar 3,0
Mar 2,2
Mar 1,6
Feb 29,5
Feb 28,3
Feb 27,0
Feb 26,10
Feb 25,22
Feb 24,1
Feb 23,0
Feb 22,0
Feb 21,0
Feb 20,0
Feb 19,0
Feb 18,0
Feb 17,0
Feb 16,0
Feb 15,0
Feb 14,0
Feb 13,-
Feb 12,0
Feb 11,0
Feb 10,0
Feb 9,0
Feb 8,0
Feb 7,0
Feb 6,0
Feb 5,0
Feb 4,0
Feb 3,0
Feb 2,0
Feb 1,0
Jan 31,0
Jan 30,0
Jan 29,0
Jan 28,0
Jan 27,0
Jan 26,0
Jan 25,0
Jan 24,0
Jan 23,0
Jan 22,0
