Month,Number of cases
"Jan 5, 2021",37549
"Jan 4, 2021",37412
"Jan 3, 2021",37117
"Jan 2, 2021",36970
"Jan 1, 2021",36772
"Dec 31, 2020",36645
"Dec 30, 2020",36392
"Dec 29, 2020",36136
"Dec 28, 2020",35830
"Dec 27, 2020",35400
"Dec 26, 2020",35212
"Dec 25, 2020",35028
"Dec 24, 2020",34871
"Dec 23, 2020",34733
"Dec 22, 2020",34456
"Dec 21, 2020",34125
"Dec 20, 2020",33751
"Dec 19, 2020",33507
"Dec 18, 2020",33317
"Dec 17, 2020",32922
"Dec 16, 2020",32603
"Dec 15, 2020",32253
"Dec 14, 2020",31895
"Dec 13, 2020",31432
"Dec 12, 2020",31156
"Dec 11, 2020",30906
"Dec 10, 2020",30462
"Dec 9, 2020",30054
"Dec 8, 2020",29590
"Dec 7, 2020",29112
"Dec 6, 2020",28524
"Dec 5, 2020",28242
"Dec 4, 2020",27992
"Dec 3, 2020",27520
"Dec 2, 2020",27043
"Dec 1, 2020",26548
"Nov 30, 2020",26109
"Nov 29, 2020",25513
"Nov 28, 2020",25220
"Nov 27, 2020",24936
"Nov 26, 2020",24481
"Nov 25, 2020",23971
"Nov 24, 2020",23355
"Nov 23, 2020",22886
"Nov 22, 2020",22382
"Nov 21, 2020",22115
"Nov 20, 2020",21847
"Nov 19, 2020",21419
"Nov 18, 2020",20941
"Nov 17, 2020",20565
"Nov 16, 2020",20174
"Nov 15, 2020",19782
"Nov 14, 2020",19600
"Nov 13, 2020",19455
"Nov 12, 2020",19189
"Nov 11, 2020",18907
"Nov 10, 2020",18613
"Nov 9, 2020",18407
"Nov 8, 2020",18134
Nov 7. 2020,18001
"Nov 6, 2020",17873
"Nov 5, 2020",17677
"Nov 4, 2020",17455
"Nov 3, 2020",17242
"Nov 2, 2020",17001
"Nov 1, 2020",16712
"Oct 31, 2020",16562
"Oct 30, 2020",16441
"Oct 29, 2020",16222
"Oct 28, 2020",15985
"Oct 27, 2020",15745
"Oct 26, 2020",15514
"Oct 25, 2020",15258
"Oct 24, 2020",15134
"Oct 23, 2020",15027
"Oct 22, 2020",14834
"Oct 21, 2020",14614
"Oct 20, 2020",14425
"Oct 19, 2020",14258
"Oct 18, 2020",14013
"Oct 17, 2020",13883
"Oct 16, 2020",13779
"Oct 15, 2020",13584
"Oct 14, 2020",13394
"Oct 13, 2020",13192
"Oct 12, 2020",12992
"Oct 11, 2020",12736
"Oct 10, 2020",12606
"Oct 9, 2020",12496
"Oct 8, 2020",12269
"Oct 7, 2020",12010
"Oct 6, 2020",11704
"Oct 5, 2020",11401
"Oct 4, 2020",11109
"Oct 3, 2020",10961
"Oct 2, 2020",10781
"Oct 1, 2020",10593
"Sep 30, 2020",10403
"Sep 29, 2020",10237
"Sep 28, 2020",10103
"Sep 27, 2020",9981
"Sep 26, 2020",9911
"Sep 25, 2020",9831
"Sep 24, 2020",9704
"Sep 23, 2020",9606
"Sep 22, 2020",9489
"Sep 21, 2020",9379
"Sep 20, 2020",9259
"Sep 19, 2020",9185
"Sep 18, 2020",9124
"Sep 17, 2020",9047
"Sep 16, 2020",8962
"Sep 15, 2020",8905
"Sep 14, 2020",8852
"Sep 13, 2020",8793
"Sep 12, 2020",8747
"Sep 11, 2020",8707
"Sep 10, 2020",8649
"Sep 9, 2020",8597
"Sep 8, 2020",8542
"Sep 7, 2020",8485
"Sep 6, 2020",8440
"Sep 5, 2020",8407
"Sep 4, 2020",8385
"Sep 3, 2020",8343
"Sep 2, 2020",8308
"Sep 1, 2020",8282
"Aug 31, 2020",8253
"Aug 30, 2020",8205
"Aug 29, 2020",8187
"Aug 28, 2020",8168
"Aug 27, 2020",8133
"Aug 26, 2020",8101
"Aug 25, 2020",8081
"Aug 24, 2020",8066
"Aug 23, 2020",8049
"Aug 22, 2020",8039
"Aug 21, 2020",8023
"Aug 20, 2020",7998
"Aug 19, 2020",7971
"Aug 18, 2020",7924
"Aug 17, 2020",7885
"Aug 16, 2020",7858
"Aug 15, 2020",7815
"Aug 14, 2020",7801
"Aug 13, 2020",7774
"Aug 12, 2020",7753
"Aug 11, 2020",7726
"Aug 10, 2020",7698
"Aug 9, 2020",7683
"Aug 8, 2020",7648
"Aug 7, 2020",7639
"Aug 6, 2020",7622
"Aug 5, 2020",7600
"Aug 4, 2020",7571
"Aug 3, 2020",7549
"Aug 2, 2020",7514
"Aug 1, 2020",7504
"Jul 31, 2020",7489
"Jul 30, 2020",7471
"Jul 29, 2020",7463
"Jul 28, 2020",7451
"Jul 27, 2020",7442
"Jul 26, 2020",7430
"Jul 25, 2020",7420
"Jul 24, 2020",7418
"Jul 23, 2020",7408
"Jul 22, 2020",7405
"Jul 21, 2020",7394
"Jul 20, 2020",7386
"Jul 19, 2020",7374
"Jul 18, 2020",7369
"Jul 17, 2020",7362
"Jul 16, 2020",7356
"Jul 15, 2020",7347
"Jul 14, 2020",7342
"Jul 13, 2020",7337
"Jul 12, 2020",7331
"Jul 11, 2020",7327
"Jul 10, 2020",7327
"Jul 9, 2020",7320
"Jul 8, 2020",7312
"Jul 7, 2020",7303
"Jul 6, 2020",7300
"Jul 5, 2020",7292
"Jul 4, 2020",7289
"Jul 3, 2020",7287
"Jul 2, 2020",7281
"Jul 1, 2020",7274
"Jun 30, 2020",7272
"Jun 29, 2020",7262
"Jun 28, 2020",7247
"Jun 27, 2020",7240
"Jun 26, 2020",7238
"Jun 25, 2020",7235
"Jun 24, 2020",7221
"Jun 23, 2020",7205
"Jun 22, 2020",7200
"Jun 21, 2020",7195
"Jun 20, 2020",7182
"Jun 19, 2020",7180
"Jun 18, 2020",7180
"Jun 17, 2020",7172
"Jun 16, 2020",7168
"Jun 15, 2020",7160
"Jun 14, 2020",7145
"Jun 13, 2020",7140
"Jun 12, 2020",7138
"Jun 11, 2020",7125
"Jun 10, 2020",7116
"Jun 9, 2020",7109
"Jun 8, 2020",7101
"Jun 7, 2020",7091
"Jun 6, 2020",7087
"Jun 5, 2020",7074
"Jun 4, 2020",7061
"Jun 3, 2020",7049
"Jun 2, 2020",7024
"Jun 1, 2020",7009
"May 31, 2020",6992
"May 30, 2020",6980
"May 29, 2020",6968
"May 28, 2020",6947
"May 27, 2020",6917
"May 26, 2020",6905
"May 25, 2020",6872
"May 24, 2020",6827
"May 23, 2020",6808
"May 22, 2020",6791
"May 21, 2020",6759
"May 20, 2020",6737
"May 19, 2020",6694
"May 18, 2020",6653
"May 17, 2020",6608
"May 16, 2020",6578
"May 15, 2020",6553
"May 14, 2020",6498
"May 13, 2020",6447
"May 12, 2020",6368
"May 11, 2020",6301
"May 10, 2020",6208
"May 9, 2020",6180
"May 8, 2020",6133
"May 7, 2020",6052
"May 6, 2020",5944
"May 5, 2020",5849
"May 4, 2020",5724
"May 3, 2020",5591
"May 2, 2020",5530
"May 1, 2020",5472
"Apr 30, 2020",5424
"Apr 29, 2020",5338
"Apr 28, 2020",5231
"Apr 27, 2020",5092
"Apr 26, 2020",4969
"Apr 25, 2020",4896
"Apr 24, 2020",4820
"Apr 23, 2020",4728
"Apr 22, 2020",4612
"Apr 21, 2020",4488
"Apr 20, 2020",4376
"Apr 19, 2020",4233
"Apr 18, 2020",4166
"Apr 17, 2020",4110
"Apr 16, 2020",3985
"Apr 15, 2020",3865
"Apr 14, 2020",3735
"Apr 13, 2020",3560
"Apr 12, 2020",3443
"Apr 11, 2020",3363
"Apr 10, 2020",3288
"Apr 9, 2020",3217
"Apr 8, 2020",3059
"Apr 7, 2020",2921
"Apr 6, 2020",2721
"Apr 5, 2020",2511
"Apr 4, 2020",2389
"Apr 3, 2020",2308
"Apr 2, 2020",2109
"Apr 1, 2020",1948
