Month,Number of cases
Aug 24,5214
Aug 23,5214
Aug 22,5214
Aug 21,5214
Aug 20,5214
Aug 19,5214
Aug 18,5214
Aug 17,5214
Aug 16,5214
Aug 15,5214
Aug 14,5214
Aug 13,5214
Aug 12,5214
Aug 11,5214
Aug 10,5214
Aug 9,5214
Aug 8,5214
Aug 7,5214
Aug 6,5214
Aug 5,5214
Aug 4,5214
Aug 3,5214
Aug 2,5214
Aug 1,5214
July 31,5214
July 30,5214
July 29,5214
July 28,5214
July 27,5214
July 26,5214
July 25,5214
July 24,5214
July 23,5214
July 22,5214
July 21,5213
July 20,5213
July 19,5213
July 18,5213
July 17,5213
July 16,5213
July 15,5213
July 14,5213
July 13,5213
July 12,5213
July 11,5213
July 10,5213
July 9,5213
July 8,5213
July 7,5213
July 6,5213
July 5,5213
July 4,5213
July 3,5213
July 2,5213
July 1,5213
June  30,5213
June  29,5213
June  28,5213
June  27,5213
June  26,5213
June 25,5213
June  24,5213
June  23,5213
June  22,5213
June  21,5213
June  20,5213
June  19,5213
June  18,5213
June  17,5213
June  16,5213
June  15,5213
June  14,5213
June  13,5213
June  12,5213
June  11,5213
June  10,5213
June 9,5213
June 8,5213
June 7,5213
June 6,5213
June 5,5213
June 4,5213
June 3,5213
June 2,5213
June 1,5212
May 31,5212
May 30,5212
May 29,5212
May 28,5212
May 27,5212
May 26,5212
May 25,5212
May 24,5212
May 23,5212
May 22,5212
May 21,5212
May 20,5212
May 19,5212
May 18,5212
May 17,5212
May 16,5212
May 15,5212
May 14,5212
May 13,5212
May 12,5212
May 11,5212
May 10,5212
May 9,5212
May 8,5212
May 7,5212
May 6,5212
May 5,5212
May 4,5212
May 3,5212
May 2,5212
May 1,5212
Apr 30,5212
Apr 29,5212
Apr 28,5212
Apr 27,5212
Apr 26,5212
Apr 25,5212
Apr 24,5212
Apr 23,5212
Apr 22,5212
Apr 21,5212
Apr 20,5212
Apr 19,5212
Apr 18,5212
Apr 17,5211
Apr 16,5211
Apr 15,5211
Apr 14,5211
Apr 13,5210
Apr 12,5210
Apr 11,5210
Apr 10,5210
Apr 9,5210
Apr 8,5209
Apr 7,5209
Apr 6,5208
Apr 5,5208
Apr 4,5178
Apr 3,5176
Apr 2,5175
Apr 1,5162
Mar 31,5162
Mar 30,5161
Mar 29,5089
Mar 28,5089
Mar 27,5079
Mar 26,5079
Mar 25,5080
Mar 24,5066
Mar 23,5054
Mar 22,5051
Mar 21,5037
Mar 20,5029
Mar 19,5028
Mar 18,5016
Mar 17,5016
Mar 16,5011
Mar 15,5006
Mar 14,5013
Mar 13,4780
Mar 12,4759
Mar 11,4723
Mar 10,4710
Mar 9,4617
Mar 8,4482
Mar 7,4297
Mar 6,3917
Mar 5,3452
Mar 4,2992
Mar 3,2698
Mar 2,2418
Mar 1,2113
Feb 29,1557
Feb 28,840
Feb 27,731
Feb 26,597
Feb 25,501
Feb 24,456
Feb 23,309
Feb 22,169
Feb 21,44
Feb 18,1
