week,2019,2020
Week 47,80,78
Week 46,96,72
Week 45,94,84
Week 44,80,66
Week 43,79,78
Week 42,78,77
Week 41,96,76
Week 40,98,87
Week 39,94,81
Week 38,90,71
Week 37,69,58
Week 36,83,53
Week 35,96,70
Week 34,73,44
Week 33,67,49
Week 32,43,26
Week 31,35,21
Week 30,37,34
Week 29,44,56
Week 28,63,63
Week 27,98,81
Week 26,108,71
Week 25,94,82
Week 24,64,64
Week 23,82,77
Week 22,60,106
Week 21,89,66
Week 20,73,59
Week 19,79,73
Week 18,79,57
Week 17,59,68
Week 16,16,55
Week 15,103,19
Week 14,76,79
Week 13,103,62
Week 12,82,45
Week 11,106,101
Week 10,88,90
Week 9,89,82
Week 8,78,81
Week 7,81,107
Week 6,67,81
Week 5,85,87
Week 4,61,75
Week 3,70,67
Week 2,89,106
Week 1,50,32
