Unnamed:_0,index,2019,2018,2013,2005,2017,1990,2010,2014,2000,2016,2015
0,Pol3,97.2278030055747,101.25648200631451,101.5576742553056,88.2744635057573,100.50052271051167,99.2474859463037,100.0280432393846,100.42562368735324,91.06813494225077,100.53067287628788,101.6009865719663
1,MCVI,99.06991723499551,101.25648200631451,101.5576742553056,87.04428370058538,100.50052271051167,99.2474859463037,100.0280432393846,95.30703510211808,99.30736636595286,100.53067287628788,101.6009865719663
2,DTP4,99.06991723499551,101.25648200631451,101.5576742553056,88.2744635057573,100.50052271051167,99.2474859463037,92.97974581946698,95.30703510211808,91.06813494225077,97.23259638589684,101.6009865719663
3,HepB3,97.2278030055747,97.23488257292549,101.5576742553056,85.16678145691137,100.50052271051167,97.9877944378985,92.97974581946698,95.30703510211808,61.255924579402055,97.23259638589684,101.6009865719663
4,HepB_LBD,97.2278030055747,97.23488257292549,99.93454285560108,88.2744635057573,97.2235768746657,97.9877944378985,92.97974581946698,95.30703510211808,86.24975144469033,97.23259638589684,97.23227715462538
5,BCG,101.2962164771098,101.25648200631451,101.5576742553056,87.04428370058538,100.50052271051167,99.2474859463037,100.0280432393846,100.42562368735324,86.24975144469033,100.53067287628788,101.6009865719663
6,DTP3,99.06991723499551,101.25648200631451,99.93454285560108,87.04428370058538,100.50052271051167,97.9877944378985,100.0280432393846,100.42562368735324,86.24975144469033,100.53067287628788,101.6009865719663
7,RCVI,99.06991723499551,101.25648200631451,99.93454285560108,88.2744635057573,100.50052271051167,97.9877944378985,100.0280432393846,100.42562368735324,86.24975144469033,100.53067287628788,101.6009865719663
8,DTPI,99.06991723499551,101.25648200631451,101.5576742553056,85.16678145691137,100.50052271051167,99.2474859463037,100.0280432393846,100.42562368735324,86.24975144469033,100.53067287628788,101.6009865719663
9,MCV2,99.06991723499551,101.25648200631451,101.5576742553056,85.16678145691137,100.50052271051167,97.9877944378985,100.0280432393846,100.42562368735324,86.24975144469033,100.53067287628788,101.6009865719663
10,JapEnc,99.06991723499551,101.25648200631451,101.5576742553056,87.04428370058538,97.2235768746657,99.2474859463037,92.97974581946698,95.30703510211808,91.06813494225077,97.23259638589684,101.6009865719663
11,IPVI,99.06991723499551,101.25648200631451,101.5576742553056,85.16678145691137,100.50052271051167,99.2474859463037,100.0280432393846,95.30703510211808,91.06813494225077,100.53067287628788,101.6009865719663
