Unnamed:_0,index,2011,2012,2013,2014,2075,2016,2017,2018,2019
0,SFR,12108.692088970356,11186.564528816978,10112.402429058682,0.0,0.0,0.0,0.0,0.0,0.0
1,Activision_Blizzard,3384.1049788127893,3722.834629948482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Universal_Music_Group,4147.751808284318,4503.1628689411245,4847.738280238138,4509.084967507364,5081.862295940655,0.0,5601.499286272616,5944.684457772348,7099.749852259495
3,Canal+_Group,4785.428525269004,4976.444830932087,5270.733786034756,5406.256475460248,5457.943447775613,5217.765209344496,5168.189287534402,5113.372440617346,5218.343619566384
4,Havas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277.726604132302,2334.6735861558536
5,Gameloft,0.0,0.0,0.0,0.0,0.0,0.0,209.09676325897271,251.69359320394503,230.37168949148145
6,Editis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.5935349151678
7,GVT,1416.1185165480747,1643.6627489650457,1659.6850057206084,0.0,0.0,0.0,0.0,0.0,0.0
8,Maroc_Telecom_Group,2714.8520550702306,2666.9658544921003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
