Unnamed:_0,index,Unnamed:_2
0,Construction,109.24445008113358
1,Information_and_communication,18.320639200547618
2,Law_economics_science_and_technology,68.94937230061467
3,Other_and_services_service_companies_companies_for_personal_etc.,18.320639200547618
4,Restaurant_and_hotel,56.92759132305064
5,Retail,56.92759132305064
6,Surveillance_services_office_real_estate_services_etc.,30.08631083715258
7,Trade_vehicles_in_motor_and_service,30.08631083715258
8,Transportation,41.45929248741301
9,Wholesale,41.45929248741301
