index,a,2,2.1,a.1,is,Unnamed:_6,Unnamed:_7,Unnamed:_8,Unnamed:_9,<,6,Unnamed:_12,Unnamed:_13,Unnamed:_14,6.1,Unnamed:_16,to
Utrecht,0.0,0.0,0.0,0.0,0.0,117.4773850438578,117.4773850438578,117.4773850438578,117.4773850438578,0.0,238.79142119509288,117.4773850438578,117.4773850438578,117.4773850438578,238.79142119509288,117.4773850438578,180.4929301209413
Overijssel,171.23004901819513,153.77524143246137,153.77524143246137,171.23004901819513,0.0,248.9661642044653,248.9661642044653,248.9661642044653,248.9661642044653,352.73461105230353,361.81278281861614,248.9661642044653,248.9661642044653,248.9661642044653,361.81278281861614,248.9661642044653,319.27885160677715
Drenthe,0.0,0.0,0.0,0.0,478.71581620319967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Groningen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4890958292599
Gelderland,207.29960286930876,416.5748316339009,416.5748316339009,207.29960286930876,221.9361324774909,76.42472383903714,76.42472383903714,76.42472383903714,76.42472383903714,0.0,523.2370580858619,76.42472383903714,76.42472383903714,76.42472383903714,523.2370580858619,76.42472383903714,111.28984698056138
Flevoland,0.0,144.17529949680738,144.17529949680738,0.0,0.0,150.04510154828313,150.04510154828313,150.04510154828313,150.04510154828313,0.0,0.0,150.04510154828313,150.04510154828313,150.04510154828313,0.0,150.04510154828313,209.935867997091
Friesland,0.0,0.0,0.0,0.0,0.0,191.5004380948176,191.5004380948176,191.5004380948176,191.5004380948176,0.0,0.0,191.5004380948176,191.5004380948176,191.5004380948176,0.0,191.5004380948176,0.0
Limburg,0.0,0.0,0.0,0.0,0.0,92.485672527087,92.485672527087,92.485672527087,92.485672527087,194.0645722043569,0.0,92.485672527087,92.485672527087,92.485672527087,0.0,92.485672527087,87.48616154617912
North_Brabant,458.0214045987796,0.0,0.0,458.0214045987796,0.0,401.337434914255,401.337434914255,401.337434914255,401.337434914255,244.8497526057749,407.8806845098805,401.337434914255,401.337434914255,401.337434914255,407.8806845098805,401.337434914255,263.3865254651428
North_Holland,902.0619752629932,494.9873155582054,494.9873155582054,902.0619752629932,422.4751938675604,837.1543953771879,837.1543953771879,837.1543953771879,837.1543953771879,949.2055504256768,1229.2168149987124,837.1543953771879,837.1543953771879,837.1543953771879,1229.2168149987124,837.1543953771879,640.4358061745161
South_Holland,505.01667299498376,1839.967673619052,1839.967673619052,505.01667299498376,572.2625562322801,947.164984143254,947.164984143254,947.164984143254,947.164984143254,117.32278647516478,1239.6405336099929,947.164984143254,947.164984143254,947.164984143254,1239.6405336099929,947.164984143254,436.7843250533776
Zeeland,186.12971078326743,0.0,0.0,186.12971078326743,229.7294283487597,118.45710853150968,118.45710853150968,118.45710853150968,118.45710853150968,0.0,0.0,118.45710853150968,118.45710853150968,118.45710853150968,0.0,118.45710853150968,196.8981302730008
