Unnamed:_0,index,Unnamed:_2,4
0,Yukon,1.038478072821791,4.812057972546481
1,Prince_Edward_Island,1.87063048585015,4.812057972546481
2,New_Brunswick,0.4712653046486572,4.812057972546481
3,Nunavut,2.330807916945544,4.812057972546481
4,Saskatchewan,1.446283607169041,4.812057972546481
5,Manitoba,1.6137041789403013,4.812057972546481
6,British_Columbia,1.6137041789403013,4.812057972546481
7,Alberta,1.3186379837346982,4.812057972546481
8,Quebec,1.038478072821791,4.812057972546481
9,Ontario,1.7451892760574776,4.812057972546481
10,Northwest_Territories,-0.0316958050466285,4.812057972546481
11,Canada,1.3186379837346982,4.812057972546481
12,Nova_Scotia,0.7603153475856637,4.812057972546481
13,Newfoundland_and_Labrador,-0.0316958050466285,4.812057972546481
