Unnamed:_0,index,2016,2008,2019,2007,2015,2013,2012,2011,2009,2018,2010,2017,2014
0,AII_others,77.59384252743008,76.56222766289042,80.50659668124669,77.53868356623666,72.55359056819096,72.56937540113798,72.56166671105092,72.56022621799967,75.5822047312965,77.53462790398244,73.58016370705121,77.44067237993835,70.51988801485838
1,MSNBC_com,76.59600986356605,75.56987356350764,70.55941068784276,77.53868356623666,75.55872098094254,72.56937540113798,72.56166671105092,72.56022621799967,75.5822047312965,71.53455802931951,73.58016370705121,72.51943114206227,77.63605464198642
2,CNN_com,75.59143209587586,73.55781749666446,69.59696392146381,73.5832968283011,73.55920130817097,69.61503556156141,75.58373415573695,74.5548204599854,71.49319418339851,68.6203839050799,73.58016370705121,71.50370958721909,70.51988801485838
3,ABCNews_com,79.51178670734707,75.56987356350764,73.602812870522,74.56740767199368,74.53962394238224,75.57294707140873,76.54909708986688,77.56042875679537,71.49319418339851,71.53455802931951,75.62399075699913,67.5916138677263,74.56441723187369
4,Internet_and_opinion_(average)_news,76.59600986356605,75.56987356350764,77.54242845726273,75.55950865896108,73.55920130817097,73.54680368615722,73.55700050060554,73.55353706276723,74.54117388945096,75.57019508468395,74.55376501053128,75.55395679937885,74.56441723187369
5,FOXNews_com,79.51178670734707,75.56987356350764,78.50055472175592,77.53868356623666,76.58255092849012,82.5076076650062,84.47854322566364,82.46460787243134,75.5822047312965,78.4834388497751,82.47810785276383,77.44067237993835,76.58926671427591
6,USATODAY_com,76.59600986356605,73.55781749666446,74.5662877228507,72.55917663215364,74.53962394238224,73.54680368615722,75.58373415573695,76.55458444976024,74.54117388945096,71.53455802931951,77.5735730115711,74.5320442516729,76.58926671427591
7,ThehluffingtonPost._com,72.57881776468021,75.56987356350764,70.55941068784276,77.53868356623666,71.55600710767025,69.61503556156141,72.56166671105092,69.60701219117415,71.49319418339851,70.55799560375985,74.55376501053128,67.5916138677263,70.51988801485838
8,NYTimes_com,76.59600986356605,75.56987356350764,76.51345221635835,73.5832968283011,76.58255092849012,74.55276233354988,74.55277796983809,73.55353706276723,73.48840019516042,75.57019508468395,76.5857886174174,73.49120495435793,73.53945853977102
