Unnamed:_0,index,2019,2018,2017,2020
0,Security_and_resilience,34.97794724381125,35.834086207762155,35.08525840440587,22.8683338190716
1,Business_analysis,31.81868961738225,31.822604166592075,35.08525840440587,22.8683338190716
2,Development,31.81868961738225,24.813011850183837,25.87512771017887,35.84041791154503
3,Technical_architecture,31.81868961738225,36.83745200400652,32.88013395714698,22.8683338190716
4,Advanced_analvtics,31.81868961738225,24.813011850183837,26.79164780005119,22.8683338190716
5,Cyber_security,39.795267882866185,46.82056613451871,42.85646127774864,35.84041791154503
6,Project_management,31.81868961738225,25.84175219996472,26.79164780005119,22.8683338190716
7,Artificial_intelligence,39.795267882866185,36.83745200400652,32.88013395714698,35.84041791154503
8,Enterprise_architecture,34.97794724381125,35.834086207762155,35.08525840440587,22.8683338190716
9,Big_data_analvtics,44.82307510595738,46.82056613451871,42.85646127774864,35.84041791154503
10,Organisational_change_management,34.97794724381125,35.834086207762155,35.08525840440587,26.78930225308563
