Unnamed:_0,index,WAIN,Hares,way,Missor,WATT,WOLL,Worts,wood,Wooth,waves,WALLE,WALL,Stricked
0,Smartwatch,10.009222811253332,14.85036806080323,8.096236584442245,8.18144163720278,7.071066826189686,6.03368178742199,8.082876625908973,4.082937330977355,9.137065344243348,7.027688534241413,7.044395344018128,3.090021983791587,14.034958531253787
1,Smart_home_security_camera,6.967206266377556,15.810911138677742,5.122585893837332,8.18144163720278,7.071066826189686,6.03368178742199,5.112798816057428,4.082937330977355,22.024347737359847,7.027688534241413,4.04010150985291,3.090021983791587,18.87621518106215
2,Smart_doorbell,8.106414370375024,15.810911138677742,5.122585893837332,6.042141749079313,4.075568768953687,3.147075061090529,8.082876625908973,4.082937330977355,22.024347737359847,6.124103278372374,7.044395344018128,3.090021983791587,11.956980449173916
3,Headphones_/Earbuds,12.946603837997223,15.810911138677742,18.862832619577887,15.828094224921804,17.898656924579523,14.963290789466994,21.84661589021359,4.082937330977355,22.024347737359847,17.83408675157896,10.01286350085968,11.004714894852285,18.87621518106215
4,Smart_speaker,10.009222811253332,14.85036806080323,11.052596017537631,9.05967768353334,13.19008121159567,6.03368178742199,12.007339823985978,4.082937330977355,9.137065344243348,11.147568774120074,10.01286350085968,11.004714894852285,11.956980449173916
5,Smartphone,12.059263645906045,14.85036806080323,18.862832619577887,15.828094224921804,7.071066826189686,14.963290789466994,21.84661589021359,4.082937330977355,6.032845478235256,11.147568774120074,12.976872418369643,3.090021983791587,18.87621518106215
6,TV,12.059263645906045,14.85036806080323,15.007608718377968,9.937303450187091,13.19008121159567,14.963290789466994,16.076250409375767,4.082937330977355,15.075924523257347,11.147568774120074,12.976872418369643,11.004714894852285,14.034958531253787
7,Laptop_computer,12.946603837997223,15.810911138677742,15.007608718377968,14.84822078045891,17.898656924579523,14.963290789466994,16.99591605037972,4.082937330977355,15.075924523257347,12.928697457321393,12.976872418369643,11.004714894852285,11.956980449173916
8,Digital_media_streaming_device,10.009222811253332,5.100661031374269,9.964953317237342,9.05967768353334,9.963430847038325,6.03368178742199,10.815860781321051,4.082937330977355,9.137065344243348,7.027688534241413,7.884621299261216,3.090021983791587,11.072333237243884
9,Tablet,12.946603837997223,5.100661031374269,9.964953317237342,9.937303450187091,13.19008121159567,14.963290789466994,10.815860781321051,4.082937330977355,6.032845478235256,11.147568774120074,4.04010150985291,3.090021983791587,18.87621518106215
10,Video_game_console,8.106414370375024,14.85036806080323,9.964953317237342,9.937303450187091,13.19008121159567,14.963290789466994,10.815860781321051,4.082937330977355,15.075924523257347,11.147568774120074,7.884621299261216,11.004714894852285,11.072333237243884
11,Virtual_reality_(VR)_headset,3.1566554833184988,5.100661031374269,5.122585893837332,3.1656837477436426,4.075568768953687,3.147075061090529,5.112798816057428,4.082937330977355,4.100596693688765,3.128330756731461,3.136923107101744,3.090021983791587,11.072333237243884
12,Wearable_activity_fitness_tracker,6.07416367265018,5.100661031374269,6.1705071367606905,6.042141749079313,5.127597290971746,6.03368178742199,5.112798816057428,4.082937330977355,6.032845478235256,6.124103278372374,4.04010150985291,3.090021983791587,11.072333237243884
13,(keyboard_monitor_headset)_Computer_accessory,10.009222811253332,14.85036806080323,11.052596017537631,8.18144163720278,13.19008121159567,14.963290789466994,10.815860781321051,4.082937330977355,15.075924523257347,7.027688534241413,10.01286350085968,11.004714894852285,11.072333237243884
